DATE,FPCPITOTLZGUSA
2013-01-01,1.46483265562714
2014-01-01,1.62222297740821
2015-01-01,0.118627135552435
2016-01-01,1.26158320570537
2017-01-01,2.13011000365963
2018-01-01,2.44258329692818
2019-01-01,1.81221007526015
2020-01-01,1.23358439630637
2021-01-01,4.69785886363739
